share_code,trade_date,weight
300003.SZ,2021-03-01,0.1978
600958.SH,2021-03-01,0.1965
000625.SZ,2021-03-01,0.1933
002179.SZ,2021-03-01,0.193
002821.SZ,2021-03-01,0.193
601006.SH,2021-03-01,0.1909
601633.SH,2021-03-01,0.1896
600010.SH,2021-03-01,0.1888
601100.SH,2021-03-01,0.1887
600015.SH,2021-03-01,0.1885
002008.SZ,2021-03-01,0.1866
601877.SH,2021-03-01,0.186
601989.SH,2021-03-01,0.1851
601186.SH,2021-03-01,0.1781
002555.SZ,2021-03-01,0.178
002736.SZ,2021-03-01,0.172
000425.SZ,2021-03-01,0.1716
601901.SH,2021-03-01,0.1715
600760.SH,2021-03-01,0.1698
688008.SH,2021-03-01,0.1688
601360.SH,2021-03-01,0.1668
601066.SH,2021-03-01,0.1664
000703.SZ,2021-03-01,0.166
000977.SZ,2021-03-01,0.1645
000069.SZ,2021-03-01,0.1626
300144.SZ,2021-03-01,0.1611
603160.SH,2021-03-01,0.1601
003816.SZ,2021-03-01,0.159
000938.SZ,2021-03-01,0.1565
603019.SH,2021-03-01,0.1548
300529.SZ,2021-03-01,0.1537
600109.SH,2021-03-01,0.1534
000066.SZ,2021-03-01,0.153
688036.SH,2021-03-01,0.1507
000963.SZ,2021-03-01,0.1502
603369.SH,2021-03-01,0.15
002600.SZ,2021-03-01,0.1494
600183.SH,2021-03-01,0.1477
601669.SH,2021-03-01,0.1473
601788.SH,2021-03-01,0.1471
300033.SZ,2021-03-01,0.1447
600362.SH,2021-03-01,0.1434
600383.SH,2021-03-01,0.143
600872.SH,2021-03-01,0.1424
000708.SZ,2021-03-01,0.142
002938.SZ,2021-03-01,0.141
002024.SZ,2021-03-01,0.1405
601600.SH,2021-03-01,0.14
000860.SZ,2021-03-01,0.1398
603899.SH,2021-03-01,0.1394
601108.SH,2021-03-01,0.139
002624.SZ,2021-03-01,0.1387
600600.SH,2021-03-01,0.1376
300676.SZ,2021-03-01,0.1367
601933.SH,2021-03-01,0.1364
000783.SZ,2021-03-01,0.1362
688012.SH,2021-03-01,0.135
601138.SH,2021-03-01,0.1349
600029.SH,2021-03-01,0.1339
603833.SH,2021-03-01,0.1329
600522.SH,2021-03-01,0.1316
601985.SH,2021-03-01,0.1311
300136.SZ,2021-03-01,0.1311
601555.SH,2021-03-01,0.1299
002384.SZ,2021-03-01,0.1295
000596.SZ,2021-03-01,0.1281
002157.SZ,2021-03-01,0.1274
002414.SZ,2021-03-01,0.123
600795.SH,2021-03-01,0.1219
601800.SH,2021-03-01,0.1218
002602.SZ,2021-03-01,0.1211
601111.SH,2021-03-01,0.1205
000656.SZ,2021-03-01,0.1184
601618.SH,2021-03-01,0.1179
601838.SH,2021-03-01,0.1172
002456.SZ,2021-03-01,0.1172
601878.SH,2021-03-01,0.1142
600886.SH,2021-03-01,0.114
601607.SH,2021-03-01,0.1137
002916.SZ,2021-03-01,0.1112
600177.SH,2021-03-01,0.1108
002607.SZ,2021-03-01,0.1101
601021.SH,2021-03-01,0.1091
600705.SH,2021-03-01,0.1086
002463.SZ,2021-03-01,0.1079
600161.SH,2021-03-01,0.107
002422.SZ,2021-03-01,0.105
600115.SH,2021-03-01,0.1048
601216.SH,2021-03-01,0.104
600066.SH,2021-03-01,0.1038
000728.SZ,2021-03-01,0.1032
300628.SZ,2021-03-01,0.1026
002252.SZ,2021-03-01,0.102
600606.SH,2021-03-01,0.1018
600061.SH,2021-03-01,0.1016
601727.SH,2021-03-01,0.1001
601658.SH,2021-03-01,0.099
002120.SZ,2021-03-01,0.0965
601816.SH,2021-03-01,0.0962
600118.SH,2021-03-01,0.0937
600068.SH,2021-03-01,0.0922
600487.SH,2021-03-01,0.0915
600637.SH,2021-03-01,0.0909
600489.SH,2021-03-01,0.0898
002508.SZ,2021-03-01,0.0875
600011.SH,2021-03-01,0.0873
002739.SZ,2021-03-01,0.0859
601162.SH,2021-03-01,0.0851
002673.SZ,2021-03-01,0.0824
603658.SH,2021-03-01,0.0823
600018.SH,2021-03-01,0.0823
600332.SH,2021-03-01,0.0815
600004.SH,2021-03-01,0.0782
601998.SH,2021-03-01,0.0781
601198.SH,2021-03-01,0.0781
600369.SH,2021-03-01,0.0778
600655.SH,2021-03-01,0.0777
601990.SH,2021-03-01,0.0761
601117.SH,2021-03-01,0.0755
000961.SZ,2021-03-01,0.0755
002773.SZ,2021-03-01,0.0742
688009.SH,2021-03-01,0.074
600845.SH,2021-03-01,0.0732
000723.SZ,2021-03-01,0.0728
600085.SH,2021-03-01,0.0726
600233.SH,2021-03-01,0.0725
600390.SH,2021-03-01,0.0724
601881.SH,2021-03-01,0.0685
600498.SH,2021-03-01,0.0673
601916.SH,2021-03-01,0.067
603156.SH,2021-03-01,0.0669
601231.SH,2021-03-01,0.0666
002558.SZ,2021-03-01,0.0664
600208.SH,2021-03-01,0.0662
600989.SH,2021-03-01,0.065
601319.SH,2021-03-01,0.064
600271.SH,2021-03-01,0.0629
002958.SZ,2021-03-01,0.0628
600998.SH,2021-03-01,0.0625
600340.SH,2021-03-01,0.0618
002032.SZ,2021-03-01,0.0598
603392.SH,2021-03-01,0.058
002146.SZ,2021-03-01,0.0569
603195.SH,2021-03-01,0.0568
600848.SH,2021-03-01,0.0565
002153.SZ,2021-03-01,0.0555
600482.SH,2021-03-01,0.0544
600297.SH,2021-03-01,0.0527
601872.SH,2021-03-01,0.0524
600918.SH,2021-03-01,0.0521
000671.SZ,2021-03-01,0.0519
600150.SH,2021-03-01,0.0515
601808.SH,2021-03-01,0.0514
601236.SH,2021-03-01,0.0513
600027.SH,2021-03-01,0.0513
601577.SH,2021-03-01,0.0512
002939.SZ,2021-03-01,0.051
601238.SH,2021-03-01,0.0485
603087.SH,2021-03-01,0.0433
600025.SH,2021-03-01,0.0391
000627.SZ,2021-03-01,0.0388
601077.SH,2021-03-01,0.0368
601698.SH,2021-03-01,0.0355
601696.SH,2021-03-01,0.0281
600299.SH,2021-03-01,0.0207
002945.SZ,2021-03-01,0.0166
600519.SH,2021-04-30,5.221
601318.SH,2021-04-30,4.066
600036.SH,2021-04-30,3.377
000858.SZ,2021-04-30,2.864
000333.SZ,2021-04-30,2.04
601166.SH,2021-04-30,1.637
600276.SH,2021-04-30,1.625
601888.SH,2021-04-30,1.577
000651.SZ,2021-04-30,1.493
601012.SH,2021-04-30,1.359
600887.SH,2021-04-30,1.29
002415.SZ,2021-04-30,1.215
000001.SZ,2021-04-30,1.17
300059.SZ,2021-04-30,1.15
002714.SZ,2021-04-30,1.097
603259.SH,2021-04-30,1.053
600030.SH,2021-04-30,1.052
000725.SZ,2021-04-30,1.028
000002.SZ,2021-04-30,0.993
000568.SZ,2021-04-30,0.969
600031.SH,2021-04-30,0.949
600900.SH,2021-04-30,0.941
601398.SH,2021-04-30,0.931
603288.SH,2021-04-30,0.853
600309.SH,2021-04-30,0.835
002475.SZ,2021-04-30,0.802
601899.SH,2021-04-30,0.785
300122.SZ,2021-04-30,0.747
002594.SZ,2021-04-30,0.744
600809.SH,2021-04-30,0.74
000661.SZ,2021-04-30,0.73
601328.SH,2021-04-30,0.684
603501.SH,2021-04-30,0.676
002142.SZ,2021-04-30,0.657
000100.SZ,2021-04-30,0.654
600690.SH,2021-04-30,0.649
300015.SZ,2021-04-30,0.636
600000.SH,2021-04-30,0.611
600585.SH,2021-04-30,0.609
002352.SZ,2021-04-30,0.607
002304.SZ,2021-04-30,0.601
601601.SH,2021-04-30,0.583
002027.SZ,2021-04-30,0.573
601668.SH,2021-04-30,0.537
600436.SH,2021-04-30,0.53
002271.SZ,2021-04-30,0.528
300014.SZ,2021-04-30,0.52
600048.SH,2021-04-30,0.52
600016.SH,2021-04-30,0.518
300142.SZ,2021-04-30,0.499
600438.SH,2021-04-30,0.493
601688.SH,2021-04-30,0.485
300124.SZ,2021-04-30,0.478
601288.SH,2021-04-30,0.476
002241.SZ,2021-04-30,0.467
002230.SZ,2021-04-30,0.464
601919.SH,2021-04-30,0.458
000338.SZ,2021-04-30,0.449
600837.SH,2021-04-30,0.443
600919.SH,2021-04-30,0.44
002460.SZ,2021-04-30,0.434
300347.SZ,2021-04-30,0.425
601229.SH,2021-04-30,0.421
000063.SZ,2021-04-30,0.405
600019.SH,2021-04-30,0.398
600570.SH,2021-04-30,0.397
601211.SH,2021-04-30,0.387
600406.SH,2021-04-30,0.383
600196.SH,2021-04-30,0.376
601766.SH,2021-04-30,0.376
600660.SH,2021-04-30,0.373
601169.SH,2021-04-30,0.365
600104.SH,2021-04-30,0.364
600763.SH,2021-04-30,0.364
600999.SH,2021-04-30,0.36
002410.SZ,2021-04-30,0.359
601988.SH,2021-04-30,0.355
002311.SZ,2021-04-30,0.346
300498.SZ,2021-04-30,0.332
603986.SH,2021-04-30,0.33
601088.SH,2021-04-30,0.328
600346.SH,2021-04-30,0.324
300601.SZ,2021-04-30,0.32
601818.SH,2021-04-30,0.312
603799.SH,2021-04-30,0.308
002812.SZ,2021-04-30,0.306
002493.SZ,2021-04-30,0.297
600028.SH,2021-04-30,0.296
600703.SH,2021-04-30,0.291
000538.SZ,2021-04-30,0.285
601009.SH,2021-04-30,0.285
601628.SH,2021-04-30,0.285
601390.SH,2021-04-30,0.284
600588.SH,2021-04-30,0.281
002001.SZ,2021-04-30,0.261
000157.SZ,2021-04-30,0.26
002129.SZ,2021-04-30,0.26
002049.SZ,2021-04-30,0.258
600926.SH,2021-04-30,0.254
601377.SH,2021-04-30,0.252
300413.SZ,2021-04-30,0.251
002821.SZ,2021-04-30,0.248
600009.SH,2021-04-30,0.245
300408.SZ,2021-04-30,0.244
000786.SZ,2021-04-30,0.242
000963.SZ,2021-04-30,0.238
002007.SZ,2021-04-30,0.238
002601.SZ,2021-04-30,0.236
601939.SH,2021-04-30,0.234
601225.SH,2021-04-30,0.233
002841.SZ,2021-04-30,0.231
600111.SH,2021-04-30,0.23
000776.SZ,2021-04-30,0.228
600745.SH,2021-04-30,0.22
002236.SZ,2021-04-30,0.218
600584.SH,2021-04-30,0.214
601857.SH,2021-04-30,0.214
600741.SH,2021-04-30,0.213
603993.SH,2021-04-30,0.213
002371.SZ,2021-04-30,0.212
601006.SH,2021-04-30,0.212
000166.SZ,2021-04-30,0.211
300003.SZ,2021-04-30,0.21
601155.SH,2021-04-30,0.21
601336.SH,2021-04-30,0.21
601633.SH,2021-04-30,0.21
600893.SH,2021-04-30,0.209
600050.SH,2021-04-30,0.205
300433.SZ,2021-04-30,0.202
300529.SZ,2021-04-30,0.199
002050.SZ,2021-04-30,0.199
600015.SH,2021-04-30,0.199
000069.SZ,2021-04-30,0.198
000895.SZ,2021-04-30,0.197
600176.SH,2021-04-30,0.196
601901.SH,2021-04-30,0.196
000876.SZ,2021-04-30,0.194
002179.SZ,2021-04-30,0.194
601989.SH,2021-04-30,0.193
001979.SZ,2021-04-30,0.191
600958.SH,2021-04-30,0.191
000625.SZ,2021-04-30,0.189
601877.SH,2021-04-30,0.185
601186.SH,2021-04-30,0.184
600352.SH,2021-04-30,0.183
600547.SH,2021-04-30,0.182
000425.SZ,2021-04-30,0.18
002008.SZ,2021-04-30,0.178
300144.SZ,2021-04-30,0.177
603899.SH,2021-04-30,0.176
002044.SZ,2021-04-30,0.174
002202.SZ,2021-04-30,0.174
601100.SH,2021-04-30,0.174
603369.SH,2021-04-30,0.174
600010.SH,2021-04-30,0.173
000768.SZ,2021-04-30,0.172
600600.SH,2021-04-30,0.167
003816.SZ,2021-04-30,0.166
002736.SZ,2021-04-30,0.157
603833.SH,2021-04-30,0.155
601788.SH,2021-04-30,0.152
600109.SH,2021-04-30,0.151
601669.SH,2021-04-30,0.151
601600.SH,2021-04-30,0.15
000783.SZ,2021-04-30,0.145
002555.SZ,2021-04-30,0.145
600029.SH,2021-04-30,0.145
688036.SH,2021-04-30,0.144
600362.SH,2021-04-30,0.143
600886.SH,2021-04-30,0.143
000977.SZ,2021-04-30,0.142
601066.SH,2021-04-30,0.142
601138.SH,2021-04-30,0.142
601985.SH,2021-04-30,0.142
601360.SH,2021-04-30,0.14
600795.SH,2021-04-30,0.139
600183.SH,2021-04-30,0.138
600383.SH,2021-04-30,0.137
603019.SH,2021-04-30,0.136
000596.SZ,2021-04-30,0.135
000708.SZ,2021-04-30,0.135
000938.SZ,2021-04-30,0.135
600872.SH,2021-04-30,0.135
603160.SH,2021-04-30,0.135
300676.SZ,2021-04-30,0.134
601607.SH,2021-04-30,0.134
601838.SH,2021-04-30,0.134
000860.SZ,2021-04-30,0.133
688012.SH,2021-04-30,0.132
600522.SH,2021-04-30,0.13
601108.SH,2021-04-30,0.13
002024.SZ,2021-04-30,0.128
002602.SZ,2021-04-30,0.128
002624.SZ,2021-04-30,0.128
600161.SH,2021-04-30,0.128
601111.SH,2021-04-30,0.127
601555.SH,2021-04-30,0.127
000703.SZ,2021-04-30,0.126
600760.SH,2021-04-30,0.126
688008.SH,2021-04-30,0.125
601800.SH,2021-04-30,0.124
601021.SH,2021-04-30,0.122
002414.SZ,2021-04-30,0.121
300033.SZ,2021-04-30,0.121
600115.SH,2021-04-30,0.121
002600.SZ,2021-04-30,0.12
002157.SZ,2021-04-30,0.118
601618.SH,2021-04-30,0.114
002422.SZ,2021-04-30,0.113
600061.SH,2021-04-30,0.113
300136.SZ,2021-04-30,0.112
002252.SZ,2021-04-30,0.112
002938.SZ,2021-04-30,0.112
601933.SH,2021-04-30,0.11
000656.SZ,2021-04-30,0.109
002384.SZ,2021-04-30,0.108
600705.SH,2021-04-30,0.108
000066.SZ,2021-04-30,0.107
600177.SH,2021-04-30,0.107
600606.SH,2021-04-30,0.107
601878.SH,2021-04-30,0.106
601816.SH,2021-04-30,0.105
000728.SZ,2021-04-30,0.104
600068.SH,2021-04-30,0.102
601216.SH,2021-04-30,0.101
300628.SZ,2021-04-30,0.098
002120.SZ,2021-04-30,0.097
601727.SH,2021-04-30,0.097
600011.SH,2021-04-30,0.096
601658.SH,2021-04-30,0.096
002456.SZ,2021-04-30,0.095
600655.SH,2021-04-30,0.095
002508.SZ,2021-04-30,0.094
600066.SH,2021-04-30,0.094
600637.SH,2021-04-30,0.093
002463.SZ,2021-04-30,0.09
002607.SZ,2021-04-30,0.09
600118.SH,2021-04-30,0.09
600332.SH,2021-04-30,0.089
600085.SH,2021-04-30,0.087
600489.SH,2021-04-30,0.086
603658.SH,2021-04-30,0.086
002739.SZ,2021-04-30,0.085
600487.SH,2021-04-30,0.085
600845.SH,2021-04-30,0.084
000723.SZ,2021-04-30,0.083
600018.SH,2021-04-30,0.083
601998.SH,2021-04-30,0.082
601162.SH,2021-04-30,0.081
002916.SZ,2021-04-30,0.08
601117.SH,2021-04-30,0.08
002673.SZ,2021-04-30,0.078
600233.SH,2021-04-30,0.077
600369.SH,2021-04-30,0.077
603392.SH,2021-04-30,0.076
600004.SH,2021-04-30,0.075
601990.SH,2021-04-30,0.075
688009.SH,2021-04-30,0.075
601198.SH,2021-04-30,0.074
600390.SH,2021-04-30,0.071
603156.SH,2021-04-30,0.071
000961.SZ,2021-04-30,0.069
600208.SH,2021-04-30,0.069
600271.SH,2021-04-30,0.068
601916.SH,2021-04-30,0.068
601319.SH,2021-04-30,0.067
601881.SH,2021-04-30,0.067
600998.SH,2021-04-30,0.066
600498.SH,2021-04-30,0.065
002032.SZ,2021-04-30,0.064
600297.SH,2021-04-30,0.064
600848.SH,2021-04-30,0.064
002958.SZ,2021-04-30,0.062
600989.SH,2021-04-30,0.062
603195.SH,2021-04-30,0.061
002558.SZ,2021-04-30,0.057
600027.SH,2021-04-30,0.057
600482.SH,2021-04-30,0.056
601231.SH,2021-04-30,0.056
601577.SH,2021-04-30,0.056
002146.SZ,2021-04-30,0.055
600025.SH,2021-04-30,0.055
600150.SH,2021-04-30,0.054
601238.SH,2021-04-30,0.054
601872.SH,2021-04-30,0.051
000671.SZ,2021-04-30,0.049
002939.SZ,2021-04-30,0.049
002153.SZ,2021-04-30,0.047
601236.SH,2021-04-30,0.047
600340.SH,2021-04-30,0.045
603087.SH,2021-04-30,0.043
600918.SH,2021-04-30,0.042
002773.SZ,2021-04-30,0.041
601808.SH,2021-04-30,0.041
000627.SZ,2021-04-30,0.039
601077.SH,2021-04-30,0.038
601698.SH,2021-04-30,0.036
601696.SH,2021-04-30,0.024
600299.SH,2021-04-30,0.018
002945.SZ,2021-04-30,0.016
600519.SH,2021-04-01,5.3355
601318.SH,2021-04-01,4.4558
600036.SH,2021-04-01,3.2816
000858.SZ,2021-04-01,2.7526
000333.SZ,2021-04-01,2.1808
600276.SH,2021-04-01,1.8191
601166.SH,2021-04-01,1.8179
601888.SH,2021-04-01,1.6323
000651.SZ,2021-04-01,1.5679
600887.SH,2021-04-01,1.2732
601012.SH,2021-04-01,1.2289
000001.SZ,2021-04-01,1.0976
002415.SZ,2021-04-01,1.0932
600031.SH,2021-04-01,1.0754
600030.SH,2021-04-01,1.0689
000002.SZ,2021-04-01,1.0546
600900.SH,2021-04-01,1.0219
002714.SZ,2021-04-01,1.0122
300059.SZ,2021-04-01,1.0092
601398.SH,2021-04-01,1.0012
603259.SH,2021-04-01,0.9615
000568.SZ,2021-04-01,0.8849
600309.SH,2021-04-01,0.8786
000725.SZ,2021-04-01,0.8779
603288.SH,2021-04-01,0.8352
002594.SZ,2021-04-01,0.796
002352.SZ,2021-04-01,0.7729
002475.SZ,2021-04-01,0.7634
601328.SH,2021-04-01,0.7021
601899.SH,2021-04-01,0.6955
000661.SZ,2021-04-01,0.689
000100.SZ,2021-04-01,0.6842
601601.SH,2021-04-01,0.6817
600000.SH,2021-04-01,0.664
600585.SH,2021-04-01,0.6409
600690.SH,2021-04-01,0.6361
600809.SH,2021-04-01,0.6208
002142.SZ,2021-04-01,0.6208
603501.SH,2021-04-01,0.6129
300122.SZ,2021-04-01,0.5843
601668.SH,2021-04-01,0.5688
600016.SH,2021-04-01,0.5536
300015.SZ,2021-04-01,0.5394
002304.SZ,2021-04-01,0.5373
600048.SH,2021-04-01,0.5277
601688.SH,2021-04-01,0.5209
601288.SH,2021-04-01,0.5044
002027.SZ,2021-04-01,0.4973
000338.SZ,2021-04-01,0.4759
300124.SZ,2021-04-01,0.4648
600438.SH,2021-04-01,0.4645
600436.SH,2021-04-01,0.4612
300014.SZ,2021-04-01,0.4597
601229.SH,2021-04-01,0.4509
600837.SH,2021-04-01,0.4457
002271.SZ,2021-04-01,0.4443
002230.SZ,2021-04-01,0.4436
300347.SZ,2021-04-01,0.4178
000063.SZ,2021-04-01,0.4122
600919.SH,2021-04-01,0.4016
601766.SH,2021-04-01,0.4005
300498.SZ,2021-04-01,0.3927
600019.SH,2021-04-01,0.39
601211.SH,2021-04-01,0.3839
600406.SH,2021-04-01,0.3813
600999.SH,2021-04-01,0.3806
002460.SZ,2021-04-01,0.3782
601169.SH,2021-04-01,0.3674
600570.SH,2021-04-01,0.367
601988.SH,2021-04-01,0.3645
300142.SZ,2021-04-01,0.3641
600104.SH,2021-04-01,0.3604
601919.SH,2021-04-01,0.3539
600660.SH,2021-04-01,0.3433
601088.SH,2021-04-01,0.3405
002241.SZ,2021-04-01,0.3399
002410.SZ,2021-04-01,0.3381
601818.SH,2021-04-01,0.3366
600346.SH,2021-04-01,0.3279
002311.SZ,2021-04-01,0.3235
000538.SZ,2021-04-01,0.3217
600763.SH,2021-04-01,0.315
601009.SH,2021-04-01,0.3134
601390.SH,2021-04-01,0.3109
002493.SZ,2021-04-01,0.3104
600588.SH,2021-04-01,0.3013
603986.SH,2021-04-01,0.3001
600028.SH,2021-04-01,0.2988
600009.SH,2021-04-01,0.2917
000157.SZ,2021-04-01,0.2881
600703.SH,2021-04-01,0.2867
601628.SH,2021-04-01,0.2786
002129.SZ,2021-04-01,0.2707
603799.SH,2021-04-01,0.2674
002812.SZ,2021-04-01,0.264
600926.SH,2021-04-01,0.2626
002001.SZ,2021-04-01,0.2601
600745.SH,2021-04-01,0.2571
601939.SH,2021-04-01,0.2546
600196.SH,2021-04-01,0.2516
600893.SH,2021-04-01,0.25
300601.SZ,2021-04-01,0.2448
002049.SZ,2021-04-01,0.2438
000776.SZ,2021-04-01,0.2436
300408.SZ,2021-04-01,0.2378
601377.SH,2021-04-01,0.2357
002236.SZ,2021-04-01,0.2345
000786.SZ,2021-04-01,0.2343
601225.SH,2021-04-01,0.2325
300413.SZ,2021-04-01,0.229
002841.SZ,2021-04-01,0.2282
002007.SZ,2021-04-01,0.2281
000876.SZ,2021-04-01,0.2271
002044.SZ,2021-04-01,0.2265
600741.SH,2021-04-01,0.2242
002821.SZ,2021-04-01,0.2234
601155.SH,2021-04-01,0.2228
000895.SZ,2021-04-01,0.2209
600111.SH,2021-04-01,0.2178
000166.SZ,2021-04-01,0.2177
000069.SZ,2021-04-01,0.2164
601857.SH,2021-04-01,0.216
601006.SH,2021-04-01,0.2146
601336.SH,2021-04-01,0.2118
600176.SH,2021-04-01,0.2099
600050.SH,2021-04-01,0.2068
600015.SH,2021-04-01,0.2055
600584.SH,2021-04-01,0.2054
601633.SH,2021-04-01,0.2047
002202.SZ,2021-04-01,0.2036
300433.SZ,2021-04-01,0.2026
002601.SZ,2021-04-01,0.2023
600547.SH,2021-04-01,0.202
001979.SZ,2021-04-01,0.2019
601877.SH,2021-04-01,0.2011
600352.SH,2021-04-01,0.1976
002179.SZ,2021-04-01,0.1975
002371.SZ,2021-04-01,0.1954
603993.SH,2021-04-01,0.1949
601186.SH,2021-04-01,0.1945
601989.SH,2021-04-01,0.1933
300003.SZ,2021-04-01,0.1926
600958.SH,2021-04-01,0.1909
002050.SZ,2021-04-01,0.1891
600010.SH,2021-04-01,0.1882
002008.SZ,2021-04-01,0.1876
000425.SZ,2021-04-01,0.1863
601901.SH,2021-04-01,0.1853
601100.SH,2021-04-01,0.1822
002736.SZ,2021-04-01,0.1814
000768.SZ,2021-04-01,0.1769
000963.SZ,2021-04-01,0.1763
300144.SZ,2021-04-01,0.175
003816.SZ,2021-04-01,0.1734
600109.SH,2021-04-01,0.1685
000625.SZ,2021-04-01,0.1678
688036.SH,2021-04-01,0.1664
300529.SZ,2021-04-01,0.1663
603899.SH,2021-04-01,0.1645
601669.SH,2021-04-01,0.1637
601788.SH,2021-04-01,0.1622
601066.SH,2021-04-01,0.1599
603369.SH,2021-04-01,0.1586
601555.SH,2021-04-01,0.1578
600029.SH,2021-04-01,0.1562
600600.SH,2021-04-01,0.1555
601360.SH,2021-04-01,0.1555
603019.SH,2021-04-01,0.1539
688008.SH,2021-04-01,0.1499
603833.SH,2021-04-01,0.1495
601138.SH,2021-04-01,0.1488
601985.SH,2021-04-01,0.1482
000938.SZ,2021-04-01,0.1479
002555.SZ,2021-04-01,0.1465
601108.SH,2021-04-01,0.1465
000977.SZ,2021-04-01,0.1462
600760.SH,2021-04-01,0.1451
600522.SH,2021-04-01,0.1434
600886.SH,2021-04-01,0.1433
600795.SH,2021-04-01,0.1427
000703.SZ,2021-04-01,0.1425
000783.SZ,2021-04-01,0.1425
600383.SH,2021-04-01,0.1409
600872.SH,2021-04-01,0.1392
600183.SH,2021-04-01,0.1385
601111.SH,2021-04-01,0.1385
002602.SZ,2021-04-01,0.1368
300033.SZ,2021-04-01,0.1367
603160.SH,2021-04-01,0.1358
000066.SZ,2021-04-01,0.1353
002024.SZ,2021-04-01,0.1342
601933.SH,2021-04-01,0.1342
000708.SZ,2021-04-01,0.1333
000596.SZ,2021-04-01,0.1327
601800.SH,2021-04-01,0.1325
601600.SH,2021-04-01,0.1301
688012.SH,2021-04-01,0.1277
300676.SZ,2021-04-01,0.1273
000860.SZ,2021-04-01,0.127
601618.SH,2021-04-01,0.1268
601838.SH,2021-04-01,0.1257
002938.SZ,2021-04-01,0.1255
600115.SH,2021-04-01,0.125
002600.SZ,2021-04-01,0.122
002624.SZ,2021-04-01,0.1212
601878.SH,2021-04-01,0.1204
600362.SH,2021-04-01,0.1196
601607.SH,2021-04-01,0.1188
002157.SZ,2021-04-01,0.1188
002414.SZ,2021-04-01,0.1187
600177.SH,2021-04-01,0.1177
601021.SH,2021-04-01,0.1168
002422.SZ,2021-04-01,0.1153
002384.SZ,2021-04-01,0.1146
300136.SZ,2021-04-01,0.1127
600705.SH,2021-04-01,0.1115
600068.SH,2021-04-01,0.1105
000656.SZ,2021-04-01,0.1103
601658.SH,2021-04-01,0.1085
600061.SH,2021-04-01,0.1077
600606.SH,2021-04-01,0.1069
600161.SH,2021-04-01,0.1057
002463.SZ,2021-04-01,0.1056
000728.SZ,2021-04-01,0.1052
601727.SH,2021-04-01,0.1046
002252.SZ,2021-04-01,0.1045
601816.SH,2021-04-01,0.1039
600637.SH,2021-04-01,0.1021
600011.SH,2021-04-01,0.1012
002607.SZ,2021-04-01,0.1
600066.SH,2021-04-01,0.0989
300628.SZ,2021-04-01,0.0982
002456.SZ,2021-04-01,0.0966
600118.SH,2021-04-01,0.093
601216.SH,2021-04-01,0.0919
002916.SZ,2021-04-01,0.0917
002508.SZ,2021-04-01,0.0911
601117.SH,2021-04-01,0.0902
600487.SH,2021-04-01,0.09
601162.SH,2021-04-01,0.0876
601998.SH,2021-04-01,0.0863
600655.SH,2021-04-01,0.0862
600018.SH,2021-04-01,0.0859
600085.SH,2021-04-01,0.0856
600489.SH,2021-04-01,0.0848
002739.SZ,2021-04-01,0.084
002120.SZ,2021-04-01,0.0839
002673.SZ,2021-04-01,0.0819
600332.SH,2021-04-01,0.0817
600004.SH,2021-04-01,0.0816
600369.SH,2021-04-01,0.0804
601198.SH,2021-04-01,0.0794
601990.SH,2021-04-01,0.0777
600845.SH,2021-04-01,0.0774
603658.SH,2021-04-01,0.0773
600390.SH,2021-04-01,0.0767
688009.SH,2021-04-01,0.0762
000723.SZ,2021-04-01,0.0735
600271.SH,2021-04-01,0.0734
600233.SH,2021-04-01,0.0733
600998.SH,2021-04-01,0.0702
601916.SH,2021-04-01,0.0701
601881.SH,2021-04-01,0.0697
000961.SZ,2021-04-01,0.0695
600208.SH,2021-04-01,0.0686
601231.SH,2021-04-01,0.068
600498.SH,2021-04-01,0.0678
603156.SH,2021-04-01,0.0668
601319.SH,2021-04-01,0.0657
002958.SZ,2021-04-01,0.0638
600027.SH,2021-04-01,0.0623
002032.SZ,2021-04-01,0.0621
603392.SH,2021-04-01,0.0621
002558.SZ,2021-04-01,0.0609
600989.SH,2021-04-01,0.0598
002146.SZ,2021-04-01,0.0582
600297.SH,2021-04-01,0.0573
600848.SH,2021-04-01,0.0572
600482.SH,2021-04-01,0.0568
603195.SH,2021-04-01,0.0563
601577.SH,2021-04-01,0.0558
601872.SH,2021-04-01,0.0544
002773.SZ,2021-04-01,0.0542
600150.SH,2021-04-01,0.0533
600918.SH,2021-04-01,0.0533
002939.SZ,2021-04-01,0.0529
000671.SZ,2021-04-01,0.0528
601236.SH,2021-04-01,0.0526
600025.SH,2021-04-01,0.0524
600340.SH,2021-04-01,0.0506
002153.SZ,2021-04-01,0.0498
601238.SH,2021-04-01,0.0494
601808.SH,2021-04-01,0.0458
603087.SH,2021-04-01,0.0433
000627.SZ,2021-04-01,0.0424
601077.SH,2021-04-01,0.0387
601698.SH,2021-04-01,0.0358
601696.SH,2021-04-01,0.0281
600299.SH,2021-04-01,0.0208
002945.SZ,2021-04-01,0.017
600519.SH,2021-05-31,5.545
601318.SH,2021-05-31,3.87
600036.SH,2021-05-31,3.584
000858.SZ,2021-05-31,3.043
000333.SZ,2021-05-31,1.981
601166.SH,2021-05-31,1.672
601888.SH,2021-05-31,1.625
600276.SH,2021-05-31,1.603
000651.SZ,2021-05-31,1.348
601012.SH,2021-05-31,1.341
300059.SZ,2021-05-31,1.308
600887.SH,2021-05-31,1.226
002415.SZ,2021-05-31,1.201
000001.SZ,2021-05-31,1.168
