share_code,trade_date,weight
600585.SH,2025-03-03,0.2746
688271.SH,2025-03-03,0.2727
601009.SH,2025-03-03,0.2657
300408.SZ,2025-03-03,0.2641
300433.SZ,2025-03-03,0.2636
600938.SH,2025-03-03,0.2625
600584.SH,2025-03-03,0.2619
000002.SZ,2025-03-03,0.2603
600926.SH,2025-03-03,0.2575
600958.SH,2025-03-03,0.2472
000538.SZ,2025-03-03,0.2414
600760.SH,2025-03-03,0.2358
002179.SZ,2025-03-03,0.234
603993.SH,2025-03-03,0.2338
603799.SH,2025-03-03,0.2332
601989.SH,2025-03-03,0.2328
600893.SH,2025-03-03,0.2315
605499.SH,2025-03-03,0.2302
600570.SH,2025-03-03,0.2284
002304.SZ,2025-03-03,0.2281
600015.SH,2025-03-03,0.2269
000166.SZ,2025-03-03,0.2244
000776.SZ,2025-03-03,0.2233
002028.SZ,2025-03-03,0.2195
002463.SZ,2025-03-03,0.2163
002311.SZ,2025-03-03,0.2147
002460.SZ,2025-03-03,0.214
688036.SH,2025-03-03,0.212
601916.SH,2025-03-03,0.211
601100.SH,2025-03-03,0.2106
300442.SZ,2025-03-03,0.2098
601669.SH,2025-03-03,0.2093
600547.SH,2025-03-03,0.2084
002049.SZ,2025-03-03,0.2062
600886.SH,2025-03-03,0.2055
601689.SH,2025-03-03,0.2054
600010.SH,2025-03-03,0.2051
601838.SH,2025-03-03,0.2018
601377.SH,2025-03-03,0.2015
601995.SH,2025-03-03,0.1985
000157.SZ,2025-03-03,0.198
600009.SH,2025-03-03,0.1978
002422.SZ,2025-03-03,0.1954
601336.SH,2025-03-03,0.1952
601360.SH,2025-03-03,0.1928
601901.SH,2025-03-03,0.1908
603369.SH,2025-03-03,0.1901
601186.SH,2025-03-03,0.1893
600989.SH,2025-03-03,0.1834
600795.SH,2025-03-03,0.1826
001979.SZ,2025-03-03,0.1779
002648.SZ,2025-03-03,0.1759
600415.SH,2025-03-03,0.1759
000807.SZ,2025-03-03,0.174
002466.SZ,2025-03-03,0.1732
600489.SH,2025-03-03,0.1728
600066.SH,2025-03-03,0.1711
601881.SH,2025-03-03,0.1707
688169.SH,2025-03-03,0.1703
601800.SH,2025-03-03,0.168
002920.SZ,2025-03-03,0.1678
601788.SH,2025-03-03,0.1672
000768.SZ,2025-03-03,0.1665
600183.SH,2025-03-03,0.1664
688126.SH,2025-03-03,0.1664
600588.SH,2025-03-03,0.1651
600346.SH,2025-03-03,0.1635
002001.SZ,2025-03-03,0.1627
600115.SH,2025-03-03,0.1605
600160.SH,2025-03-03,0.1594
002236.SZ,2025-03-03,0.1589
300418.SZ,2025-03-03,0.1574
600196.SH,2025-03-03,0.1559
601633.SH,2025-03-03,0.1557
601066.SH,2025-03-03,0.1555
601878.SH,2025-03-03,0.1555
002252.SZ,2025-03-03,0.1547
600029.SH,2025-03-03,0.1546
600426.SH,2025-03-03,0.1524
000963.SZ,2025-03-03,0.1518
300782.SZ,2025-03-03,0.1513
000661.SZ,2025-03-03,0.151
600745.SH,2025-03-03,0.1499
300661.SZ,2025-03-03,0.1496
002601.SZ,2025-03-03,0.1495
002736.SZ,2025-03-03,0.1481
300122.SZ,2025-03-03,0.1474
600460.SH,2025-03-03,0.1464
002709.SZ,2025-03-03,0.1459
600011.SH,2025-03-03,0.1458
601868.SH,2025-03-03,0.1458
300347.SZ,2025-03-03,0.1455
000786.SZ,2025-03-03,0.1452
002129.SZ,2025-03-03,0.1436
300394.SZ,2025-03-03,0.1427
600674.SH,2025-03-03,0.1422
003816.SZ,2025-03-03,0.1406
000895.SZ,2025-03-03,0.1391
300759.SZ,2025-03-03,0.1371
001965.SZ,2025-03-03,0.1371
600845.SH,2025-03-03,0.1368
600741.SH,2025-03-03,0.1365
600372.SH,2025-03-03,0.1362
000596.SZ,2025-03-03,0.135
600176.SH,2025-03-03,0.1347
688223.SH,2025-03-03,0.1344
601111.SH,2025-03-03,0.1332
002493.SZ,2025-03-03,0.1324
601998.SH,2025-03-03,0.1319
000975.SZ,2025-03-03,0.1314
002938.SZ,2025-03-03,0.1311
601117.SH,2025-03-03,0.131
300450.SZ,2025-03-03,0.1302
600219.SH,2025-03-03,0.129
002074.SZ,2025-03-03,0.1285
002180.SZ,2025-03-03,0.1283
601021.SH,2025-03-03,0.127
000408.SZ,2025-03-03,0.1264
300896.SZ,2025-03-03,0.1263
600515.SH,2025-03-03,0.1259
002459.SZ,2025-03-03,0.1253
688396.SH,2025-03-03,0.1252
002271.SZ,2025-03-03,0.1252
603296.SH,2025-03-03,0.1251
603392.SH,2025-03-03,0.1239
600085.SH,2025-03-03,0.1231
002916.SZ,2025-03-03,0.1226
601877.SH,2025-03-03,0.1223
000630.SZ,2025-03-03,0.1221
600600.SH,2025-03-03,0.1213
600482.SH,2025-03-03,0.1213
000301.SZ,2025-03-03,0.1204
605117.SH,2025-03-03,0.1194
300832.SZ,2025-03-03,0.1184
600188.SH,2025-03-03,0.1174
002555.SZ,2025-03-03,0.1166
600233.SH,2025-03-03,0.1165
600161.SH,2025-03-03,0.1161
301269.SZ,2025-03-03,0.1128
601618.SH,2025-03-03,0.109
600023.SH,2025-03-03,0.1084
600362.SH,2025-03-03,0.1065
000876.SZ,2025-03-03,0.1063
000999.SZ,2025-03-03,0.1061
601607.SH,2025-03-03,0.1057
300316.SZ,2025-03-03,0.1054
601319.SH,2025-03-03,0.1037
601872.SH,2025-03-03,0.0998
002812.SZ,2025-03-03,0.0997
300628.SZ,2025-03-03,0.0996
601238.SH,2025-03-03,0.0961
000983.SZ,2025-03-03,0.096
300413.SZ,2025-03-03,0.0956
603260.SH,2025-03-03,0.0951
603659.SH,2025-03-03,0.0951
600039.SH,2025-03-03,0.0951
688599.SH,2025-03-03,0.0934
300999.SZ,2025-03-03,0.0934
600027.SH,2025-03-03,0.0929
600332.SH,2025-03-03,0.0922
601898.SH,2025-03-03,0.0917
600061.SH,2025-03-03,0.0901
600803.SH,2025-03-03,0.0898
601799.SH,2025-03-03,0.0878
600918.SH,2025-03-03,0.0865
002007.SZ,2025-03-03,0.0854
688506.SH,2025-03-03,0.0847
601865.SH,2025-03-03,0.0817
600875.SH,2025-03-03,0.0811
688472.SH,2025-03-03,0.0789
000617.SZ,2025-03-03,0.0788
603806.SH,2025-03-03,0.077
600026.SH,2025-03-03,0.0764
601059.SH,2025-03-03,0.0764
600018.SH,2025-03-03,0.076
600025.SH,2025-03-03,0.0756
688009.SH,2025-03-03,0.0753
601699.SH,2025-03-03,0.0713
603195.SH,2025-03-03,0.0708
688303.SH,2025-03-03,0.069
601698.SH,2025-03-03,0.0613
000708.SZ,2025-03-03,0.0604
688187.SH,2025-03-03,0.06
603833.SH,2025-03-03,0.0579
601136.SH,2025-03-03,0.0557
601236.SH,2025-03-03,0.0547
300979.SZ,2025-03-03,0.0512
688082.SH,2025-03-03,0.0455
601808.SH,2025-03-03,0.0415
000800.SZ,2025-03-03,0.0385
600377.SH,2025-03-03,0.0373
001289.SZ,2025-03-03,0.0119
600519.SH,2025-04-30,4.906
300750.SZ,2025-04-30,3.088
601318.SH,2025-04-30,2.756
600036.SH,2025-04-30,2.546
600900.SH,2025-04-30,1.822
000333.SZ,2025-04-30,1.817
002594.SZ,2025-04-30,1.614
601166.SH,2025-04-30,1.532
601899.SH,2025-04-30,1.452
300059.SZ,2025-04-30,1.312
000858.SZ,2025-04-30,1.261
601398.SH,2025-04-30,1.24
600030.SH,2025-04-30,1.236
600276.SH,2025-04-30,1.152
000651.SZ,2025-04-30,1.031
600887.SH,2025-04-30,0.957
601211.SH,2025-04-30,0.939
688981.SH,2025-04-30,0.894
601328.SH,2025-04-30,0.888
601288.SH,2025-04-30,0.874
601816.SH,2025-04-30,0.864
002475.SZ,2025-04-30,0.788
300124.SZ,2025-04-30,0.778
600919.SH,2025-04-30,0.753
603259.SH,2025-04-30,0.747
688256.SH,2025-04-30,0.741
002371.SZ,2025-04-30,0.725
000725.SZ,2025-04-30,0.716
688041.SH,2025-04-30,0.698
300760.SZ,2025-04-30,0.672
600000.SH,2025-04-30,0.65
601088.SH,2025-04-30,0.638
601728.SH,2025-04-30,0.603
601988.SH,2025-04-30,0.588
601668.SH,2025-04-30,0.579
603501.SH,2025-04-30,0.566
600031.SH,2025-04-30,0.566
002714.SZ,2025-04-30,0.547
601127.SH,2025-04-30,0.537
000001.SZ,2025-04-30,0.534
002352.SZ,2025-04-30,0.529
002415.SZ,2025-04-30,0.526
601229.SH,2025-04-30,0.521
000063.SZ,2025-04-30,0.52
600309.SH,2025-04-30,0.518
601601.SH,2025-04-30,0.516
600941.SH,2025-04-30,0.512
600809.SH,2025-04-30,0.503
600016.SH,2025-04-30,0.499
600660.SH,2025-04-30,0.47
600690.SH,2025-04-30,0.47
603019.SH,2025-04-30,0.468
601919.SH,2025-04-30,0.463
000568.SZ,2025-04-30,0.46
601857.SH,2025-04-30,0.457
300498.SZ,2025-04-30,0.455
601012.SH,2025-04-30,0.45
600406.SH,2025-04-30,0.449
601169.SH,2025-04-30,0.448
300274.SZ,2025-04-30,0.444
688008.SH,2025-04-30,0.443
002230.SZ,2025-04-30,0.438
603986.SH,2025-04-30,0.432
601766.SH,2025-04-30,0.431
600050.SH,2025-04-30,0.427
600028.SH,2025-04-30,0.417
000338.SZ,2025-04-30,0.416
601688.SH,2025-04-30,0.415
688012.SH,2025-04-30,0.414
002142.SZ,2025-04-30,0.398
000100.SZ,2025-04-30,0.393
601985.SH,2025-04-30,0.383
600104.SH,2025-04-30,0.38
300308.SZ,2025-04-30,0.378
601225.SH,2025-04-30,0.375
000425.SZ,2025-04-30,0.368
002027.SZ,2025-04-30,0.368
601138.SH,2025-04-30,0.362
601818.SH,2025-04-30,0.354
603288.SH,2025-04-30,0.353
688111.SH,2025-04-30,0.342
600150.SH,2025-04-30,0.331
601006.SH,2025-04-30,0.33
300502.SZ,2025-04-30,0.321
600436.SH,2025-04-30,0.313
601888.SH,2025-04-30,0.312
600999.SH,2025-04-30,0.308
600905.SH,2025-04-30,0.308
000792.SZ,2025-04-30,0.307
000625.SZ,2025-04-30,0.307
601939.SH,2025-04-30,0.307
300015.SZ,2025-04-30,0.306
601628.SH,2025-04-30,0.305
600019.SH,2025-04-30,0.304
600048.SH,2025-04-30,0.304
002050.SZ,2025-04-30,0.303
605499.SH,2025-04-30,0.3
600111.SH,2025-04-30,0.298
600089.SH,2025-04-30,0.294
600585.SH,2025-04-30,0.292
000938.SZ,2025-04-30,0.29
601658.SH,2025-04-30,0.287
601390.SH,2025-04-30,0.286
601009.SH,2025-04-30,0.282
300033.SZ,2025-04-30,0.281
600926.SH,2025-04-30,0.281
688271.SH,2025-04-30,0.277
600547.SH,2025-04-30,0.276
000977.SZ,2025-04-30,0.265
600938.SH,2025-04-30,0.264
002179.SZ,2025-04-30,0.261
002241.SZ,2025-04-30,0.26
000538.SZ,2025-04-30,0.258
601600.SH,2025-04-30,0.256
300014.SZ,2025-04-30,0.255
603993.SH,2025-04-30,0.252
600958.SH,2025-04-30,0.242
600584.SH,2025-04-30,0.242
601989.SH,2025-04-30,0.239
600760.SH,2025-04-30,0.237
002422.SZ,2025-04-30,0.234
600015.SH,2025-04-30,0.234
000002.SZ,2025-04-30,0.234
002311.SZ,2025-04-30,0.233
000776.SZ,2025-04-30,0.233
300408.SZ,2025-04-30,0.232
603799.SH,2025-04-30,0.232
601916.SH,2025-04-30,0.228
002028.SZ,2025-04-30,0.225
600438.SH,2025-04-30,0.222
600893.SH,2025-04-30,0.221
002049.SZ,2025-04-30,0.22
601838.SH,2025-04-30,0.218
000166.SZ,2025-04-30,0.215
600415.SH,2025-04-30,0.212
300433.SZ,2025-04-30,0.209
002304.SZ,2025-04-30,0.209
601669.SH,2025-04-30,0.205
601336.SH,2025-04-30,0.203
601100.SH,2025-04-30,0.202
601377.SH,2025-04-30,0.202
600009.SH,2025-04-30,0.202
600795.SH,2025-04-30,0.201
600489.SH,2025-04-30,0.2
600570.SH,2025-04-30,0.199
600010.SH,2025-04-30,0.198
601995.SH,2025-04-30,0.194
002463.SZ,2025-04-30,0.189
601901.SH,2025-04-30,0.186
000157.SZ,2025-04-30,0.184
600886.SH,2025-04-30,0.183
601186.SH,2025-04-30,0.181
601360.SH,2025-04-30,0.181
603369.SH,2025-04-30,0.18
600066.SH,2025-04-30,0.18
601689.SH,2025-04-30,0.178
600989.SH,2025-04-30,0.178
688036.SH,2025-04-30,0.173
600160.SH,2025-04-30,0.173
002001.SZ,2025-04-30,0.173
000963.SZ,2025-04-30,0.172
601881.SH,2025-04-30,0.172
002460.SZ,2025-04-30,0.171
000975.SZ,2025-04-30,0.17
300442.SZ,2025-04-30,0.169
300661.SZ,2025-04-30,0.168
600674.SH,2025-04-30,0.167
001979.SZ,2025-04-30,0.167
000768.SZ,2025-04-30,0.163
600346.SH,2025-04-30,0.163
601058.SH,2025-04-30,0.162
000807.SZ,2025-04-30,0.16
600011.SH,2025-04-30,0.159
600115.SH,2025-04-30,0.159
601788.SH,2025-04-30,0.159
601800.SH,2025-04-30,0.159
002736.SZ,2025-04-30,0.158
002236.SZ,2025-04-30,0.157
002252.SZ,2025-04-30,0.157
002648.SZ,2025-04-30,0.154
600029.SH,2025-04-30,0.153
600426.SH,2025-04-30,0.153
601066.SH,2025-04-30,0.153
600745.SH,2025-04-30,0.152
600588.SH,2025-04-30,0.151
600196.SH,2025-04-30,0.15
002466.SZ,2025-04-30,0.15
600183.SH,2025-04-30,0.149
600460.SH,2025-04-30,0.147
002920.SZ,2025-04-30,0.146
601878.SH,2025-04-30,0.145
688126.SH,2025-04-30,0.145
000408.SZ,2025-04-30,0.144
601868.SH,2025-04-30,0.144
688169.SH,2025-04-30,0.144
601998.SH,2025-04-30,0.143
000786.SZ,2025-04-30,0.143
000661.SZ,2025-04-30,0.143
600176.SH,2025-04-30,0.142
601633.SH,2025-04-30,0.142
600741.SH,2025-04-30,0.142
300782.SZ,2025-04-30,0.141
003816.SZ,2025-04-30,0.14
601117.SH,2025-04-30,0.14
300418.SZ,2025-04-30,0.139
002601.SZ,2025-04-30,0.139
000596.SZ,2025-04-30,0.136
601111.SH,2025-04-30,0.134
600600.SH,2025-04-30,0.133
601021.SH,2025-04-30,0.133
001965.SZ,2025-04-30,0.133
600372.SH,2025-04-30,0.132
300896.SZ,2025-04-30,0.132
301269.SZ,2025-04-30,0.131
000895.SZ,2025-04-30,0.131
002493.SZ,2025-04-30,0.128
600219.SH,2025-04-30,0.128
600085.SH,2025-04-30,0.126
603392.SH,2025-04-30,0.125
002129.SZ,2025-04-30,0.125
688396.SH,2025-04-30,0.123
300759.SZ,2025-04-30,0.122
000630.SZ,2025-04-30,0.122
601877.SH,2025-04-30,0.121
600515.SH,2025-04-30,0.121
600482.SH,2025-04-30,0.12
002709.SZ,2025-04-30,0.119
002555.SZ,2025-04-30,0.119
600845.SH,2025-04-30,0.117
000301.SZ,2025-04-30,0.117
300347.SZ,2025-04-30,0.117
688506.SH,2025-04-30,0.116
600039.SH,2025-04-30,0.115
300394.SZ,2025-04-30,0.115
300122.SZ,2025-04-30,0.114
600161.SH,2025-04-30,0.114
601319.SH,2025-04-30,0.114
600233.SH,2025-04-30,0.114
002916.SZ,2025-04-30,0.113
002074.SZ,2025-04-30,0.113
605117.SH,2025-04-30,0.112
688223.SH,2025-04-30,0.111
600362.SH,2025-04-30,0.111
300450.SZ,2025-04-30,0.11
000876.SZ,2025-04-30,0.11
002271.SZ,2025-04-30,0.11
002180.SZ,2025-04-30,0.11
600188.SH,2025-04-30,0.11
000999.SZ,2025-04-30,0.107
600023.SH,2025-04-30,0.107
601618.SH,2025-04-30,0.104
300832.SZ,2025-04-30,0.104
603296.SH,2025-04-30,0.102
601607.SH,2025-04-30,0.101
002938.SZ,2025-04-30,0.1
600027.SH,2025-04-30,0.098
601799.SH,2025-04-30,0.096
601872.SH,2025-04-30,0.096
300999.SZ,2025-04-30,0.096
002459.SZ,2025-04-30,0.096
601898.SH,2025-04-30,0.094
600332.SH,2025-04-30,0.094
600875.SH,2025-04-30,0.094
600803.SH,2025-04-30,0.093
000983.SZ,2025-04-30,0.092
603659.SH,2025-04-30,0.091
002007.SZ,2025-04-30,0.091
300316.SZ,2025-04-30,0.091
603260.SH,2025-04-30,0.091
601238.SH,2025-04-30,0.09
600061.SH,2025-04-30,0.089
000617.SZ,2025-04-30,0.088
600025.SH,2025-04-30,0.087
600918.SH,2025-04-30,0.086
300413.SZ,2025-04-30,0.086
300628.SZ,2025-04-30,0.085
002812.SZ,2025-04-30,0.082
600018.SH,2025-04-30,0.077
600026.SH,2025-04-30,0.072
688599.SH,2025-04-30,0.072
601059.SH,2025-04-30,0.071
603195.SH,2025-04-30,0.07
601699.SH,2025-04-30,0.066
688009.SH,2025-04-30,0.066
603806.SH,2025-04-30,0.065
688472.SH,2025-04-30,0.065
603833.SH,2025-04-30,0.061
601698.SH,2025-04-30,0.061
000708.SZ,2025-04-30,0.06
688187.SH,2025-04-30,0.06
688303.SH,2025-04-30,0.058
601865.SH,2025-04-30,0.058
601236.SH,2025-04-30,0.053
601136.SH,2025-04-30,0.052
688082.SH,2025-04-30,0.046
601808.SH,2025-04-30,0.04
300979.SZ,2025-04-30,0.039
600377.SH,2025-04-30,0.038
000800.SZ,2025-04-30,0.036
001289.SZ,2025-04-30,0.013
600519.SH,2025-04-01,4.7887
300750.SZ,2025-04-01,3.2242
601318.SH,2025-04-01,2.7221
600036.SH,2025-04-01,2.5999
000333.SZ,2025-04-01,1.8062
600900.SH,2025-04-01,1.6724
002594.SZ,2025-04-01,1.6219
601166.SH,2025-04-01,1.5148
601899.SH,2025-04-01,1.447
300059.SZ,2025-04-01,1.3736
600030.SH,2025-04-01,1.2644
000858.SZ,2025-04-01,1.2532
601398.SH,2025-04-01,1.1678
600276.SH,2025-04-01,1.1333
002475.SZ,2025-04-01,1.0023
000651.SZ,2025-04-01,0.9909
601211.SH,2025-04-01,0.9106
600887.SH,2025-04-01,0.8755
601328.SH,2025-04-01,0.855
688981.SH,2025-04-01,0.8427
603259.SH,2025-04-01,0.8361
601816.SH,2025-04-01,0.8142
601288.SH,2025-04-01,0.8024
000725.SZ,2025-04-01,0.7604
300124.SZ,2025-04-01,0.7145
300760.SZ,2025-04-01,0.703
600919.SH,2025-04-01,0.6891
002371.SZ,2025-04-01,0.67
688256.SH,2025-04-01,0.6473
688041.SH,2025-04-01,0.6465
601088.SH,2025-04-01,0.6246
600309.SH,2025-04-01,0.6194
600000.SH,2025-04-01,0.5954
601728.SH,2025-04-01,0.5941
601988.SH,2025-04-01,0.57
603501.SH,2025-04-01,0.5575
002415.SZ,2025-04-01,0.5512
600031.SH,2025-04-01,0.5502
601601.SH,2025-04-01,0.5457
000063.SZ,2025-04-01,0.5437
601668.SH,2025-04-01,0.5372
000001.SZ,2025-04-01,0.5358
002714.SZ,2025-04-01,0.5192
002352.SZ,2025-04-01,0.5163
300274.SZ,2025-04-01,0.5147
600809.SH,2025-04-01,0.5079
600690.SH,2025-04-01,0.4955
601229.SH,2025-04-01,0.4858
600016.SH,2025-04-01,0.4804
601012.SH,2025-04-01,0.4765
600941.SH,2025-04-01,0.4733
603019.SH,2025-04-01,0.4724
000568.SZ,2025-04-01,0.472
601127.SH,2025-04-01,0.4654
601857.SH,2025-04-01,0.4582
600660.SH,2025-04-01,0.4546
601919.SH,2025-04-01,0.4542
601169.SH,2025-04-01,0.438
300498.SZ,2025-04-01,0.4379
002230.SZ,2025-04-01,0.4354
600406.SH,2025-04-01,0.4351
688008.SH,2025-04-01,0.4335
300308.SZ,2025-04-01,0.4334
600050.SH,2025-04-01,0.4332
000338.SZ,2025-04-01,0.4244
601766.SH,2025-04-01,0.416
002142.SZ,2025-04-01,0.4138
000100.SZ,2025-04-01,0.4113
601688.SH,2025-04-01,0.4111
600028.SH,2025-04-01,0.4095
688012.SH,2025-04-01,0.398
601138.SH,2025-04-01,0.3898
603986.SH,2025-04-01,0.3823
601225.SH,2025-04-01,0.3814
601985.SH,2025-04-01,0.3777
600104.SH,2025-04-01,0.3566
000425.SZ,2025-04-01,0.3542
002027.SZ,2025-04-01,0.3453
601818.SH,2025-04-01,0.3402
300502.SZ,2025-04-01,0.3375
600150.SH,2025-04-01,0.3356
688111.SH,2025-04-01,0.3348
603288.SH,2025-04-01,0.3325
600999.SH,2025-04-01,0.3247
601006.SH,2025-04-01,0.3243
000625.SZ,2025-04-01,0.3173
600019.SH,2025-04-01,0.3154
002050.SZ,2025-04-01,0.3135
000792.SZ,2025-04-01,0.3101
002241.SZ,2025-04-01,0.31
000938.SZ,2025-04-01,0.3065
601628.SH,2025-04-01,0.3052
300015.SZ,2025-04-01,0.3048
600436.SH,2025-04-01,0.3015
600905.SH,2025-04-01,0.3015
600089.SH,2025-04-01,0.2978
601600.SH,2025-04-01,0.2956
600048.SH,2025-04-01,0.29
601888.SH,2025-04-01,0.2891
300033.SZ,2025-04-01,0.2882
601939.SH,2025-04-01,0.2853
600585.SH,2025-04-01,0.2846
300014.SZ,2025-04-01,0.2837
600111.SH,2025-04-01,0.2829
601658.SH,2025-04-01,0.2807
601390.SH,2025-04-01,0.2798
600938.SH,2025-04-01,0.272
601009.SH,2025-04-01,0.2714
000977.SZ,2025-04-01,0.268
603993.SH,2025-04-01,0.2628
605499.SH,2025-04-01,0.2611
002179.SZ,2025-04-01,0.2601
300408.SZ,2025-04-01,0.2589
600926.SH,2025-04-01,0.2575
688271.SH,2025-04-01,0.2568
600438.SH,2025-04-01,0.2538
000538.SZ,2025-04-01,0.2495
600584.SH,2025-04-01,0.2455
600015.SH,2025-04-01,0.2442
300433.SZ,2025-04-01,0.2406
600958.SH,2025-04-01,0.2403
600760.SH,2025-04-01,0.2403
600893.SH,2025-04-01,0.2401
601989.SH,2025-04-01,0.238
000002.SZ,2025-04-01,0.2371
000776.SZ,2025-04-01,0.2356
600547.SH,2025-04-01,0.2352
002028.SZ,2025-04-01,0.2289
002304.SZ,2025-04-01,0.2256
603799.SH,2025-04-01,0.2248
002422.SZ,2025-04-01,0.2225
002049.SZ,2025-04-01,0.2209
000166.SZ,2025-04-01,0.2177
601916.SH,2025-04-01,0.2165
002463.SZ,2025-04-01,0.2144
601838.SH,2025-04-01,0.2143
601336.SH,2025-04-01,0.2108
601100.SH,2025-04-01,0.21
600415.SH,2025-04-01,0.2084
600570.SH,2025-04-01,0.205
002311.SZ,2025-04-01,0.2044
601669.SH,2025-04-01,0.203
600795.SH,2025-04-01,0.201
601377.SH,2025-04-01,0.2004
600010.SH,2025-04-01,0.2002
601995.SH,2025-04-01,0.1988
600009.SH,2025-04-01,0.1987
600489.SH,2025-04-01,0.1977
688036.SH,2025-04-01,0.1954
603369.SH,2025-04-01,0.1917
601058.SH,2025-04-01,0.1906
601689.SH,2025-04-01,0.1896
601901.SH,2025-04-01,0.1893
300442.SZ,2025-04-01,0.1892
002460.SZ,2025-04-01,0.1882
002648.SZ,2025-04-01,0.1868
000157.SZ,2025-04-01,0.1825
601186.SH,2025-04-01,0.1813
000807.SZ,2025-04-01,0.1799
601360.SH,2025-04-01,0.1789
688169.SH,2025-04-01,0.1776
601881.SH,2025-04-01,0.1733
600886.SH,2025-04-01,0.1731
600066.SH,2025-04-01,0.1705
002001.SZ,2025-04-01,0.17
000963.SZ,2025-04-01,0.1667
001979.SZ,2025-04-01,0.166
000768.SZ,2025-04-01,0.1654
600426.SH,2025-04-01,0.1653
600183.SH,2025-04-01,0.1652
600160.SH,2025-04-01,0.1644
601788.SH,2025-04-01,0.1641
002236.SZ,2025-04-01,0.1633
600989.SH,2025-04-01,0.1617
601800.SH,2025-04-01,0.1613
000661.SZ,2025-04-01,0.1609
600196.SH,2025-04-01,0.1604
002252.SZ,2025-04-01,0.1601
600346.SH,2025-04-01,0.1595
601633.SH,2025-04-01,0.1569
601066.SH,2025-04-01,0.1559
600115.SH,2025-04-01,0.1551
002466.SZ,2025-04-01,0.1548
600674.SH,2025-04-01,0.1548
601878.SH,2025-04-01,0.1536
000975.SZ,2025-04-01,0.1532
600176.SH,2025-04-01,0.1524
002920.SZ,2025-04-01,0.1517
600011.SH,2025-04-01,0.1517
600029.SH,2025-04-01,0.1508
688126.SH,2025-04-01,0.15
000786.SZ,2025-04-01,0.1496
300122.SZ,2025-04-01,0.1495
600588.SH,2025-04-01,0.1494
300782.SZ,2025-04-01,0.1472
002601.SZ,2025-04-01,0.1469
300759.SZ,2025-04-01,0.1455
601868.SH,2025-04-01,0.1455
002736.SZ,2025-04-01,0.1451
300418.SZ,2025-04-01,0.1445
000408.SZ,2025-04-01,0.1434
003816.SZ,2025-04-01,0.143
300661.SZ,2025-04-01,0.1426
002129.SZ,2025-04-01,0.1415
600741.SH,2025-04-01,0.1403
000895.SZ,2025-04-01,0.1395
600745.SH,2025-04-01,0.1389
600460.SH,2025-04-01,0.1376
000596.SZ,2025-04-01,0.1372
300394.SZ,2025-04-01,0.1371
300347.SZ,2025-04-01,0.1366
601998.SH,2025-04-01,0.1366
600600.SH,2025-04-01,0.1364
001965.SZ,2025-04-01,0.1349
300896.SZ,2025-04-01,0.1326
600372.SH,2025-04-01,0.1323
601111.SH,2025-04-01,0.1313
600219.SH,2025-04-01,0.1311
601117.SH,2025-04-01,0.1304
688223.SH,2025-04-01,0.13
000630.SZ,2025-04-01,0.1294
002493.SZ,2025-04-01,0.1283
002916.SZ,2025-04-01,0.1271
601877.SH,2025-04-01,0.1258
601021.SH,2025-04-01,0.1247
600085.SH,2025-04-01,0.1247
002938.SZ,2025-04-01,0.1236
002709.SZ,2025-04-01,0.1226
600482.SH,2025-04-01,0.122
600845.SH,2025-04-01,0.1214
600515.SH,2025-04-01,0.1213
603392.SH,2025-04-01,0.1204
600161.SH,2025-04-01,0.1204
301269.SZ,2025-04-01,0.1186
605117.SH,2025-04-01,0.1183
600362.SH,2025-04-01,0.118
600188.SH,2025-04-01,0.1178
688396.SH,2025-04-01,0.1175
002180.SZ,2025-04-01,0.1164
603296.SH,2025-04-01,0.1161
002074.SZ,2025-04-01,0.1157
002271.SZ,2025-04-01,0.1156
300832.SZ,2025-04-01,0.1154
600023.SH,2025-04-01,0.1153
002555.SZ,2025-04-01,0.1141
300450.SZ,2025-04-01,0.1124
002459.SZ,2025-04-01,0.1121
000999.SZ,2025-04-01,0.1094
601319.SH,2025-04-01,0.1082
600233.SH,2025-04-01,0.1076
000301.SZ,2025-04-01,0.1065
601618.SH,2025-04-01,0.1057
601872.SH,2025-04-01,0.1055
000876.SZ,2025-04-01,0.1042
601607.SH,2025-04-01,0.1037
300316.SZ,2025-04-01,0.1036
300413.SZ,2025-04-01,0.1028
600039.SH,2025-04-01,0.1025
300628.SZ,2025-04-01,0.1006
000983.SZ,2025-04-01,0.0985
688506.SH,2025-04-01,0.0976
603260.SH,2025-04-01,0.096
601799.SH,2025-04-01,0.0946
600027.SH,2025-04-01,0.0946
300999.SZ,2025-04-01,0.0944
603659.SH,2025-04-01,0.0943
600332.SH,2025-04-01,0.0928
601238.SH,2025-04-01,0.0926
601898.SH,2025-04-01,0.0922
600803.SH,2025-04-01,0.09
688599.SH,2025-04-01,0.0898
600061.SH,2025-04-01,0.089
002812.SZ,2025-04-01,0.0881
600918.SH,2025-04-01,0.0878
002007.SZ,2025-04-01,0.087
600875.SH,2025-04-01,0.0864
600025.SH,2025-04-01,0.0812
000617.SZ,2025-04-01,0.0795
600018.SH,2025-04-01,0.0788
600026.SH,2025-04-01,0.0764
601059.SH,2025-04-01,0.0763
601699.SH,2025-04-01,0.0719
688472.SH,2025-04-01,0.0715
603806.SH,2025-04-01,0.0709
688009.SH,2025-04-01,0.0707
603195.SH,2025-04-01,0.0677
601865.SH,2025-04-01,0.0672
000708.SZ,2025-04-01,0.0626
